index,participants,hypernym,hyponym,word,words_excluded,id,full_list,clean_list,label,word_spec_map
2139,2F_20,lavoro,taxista,autista,,2139_2F_20,['lavoro' 'autista' 'taxista'],['lavoro' 'autista' 'taxista'],['B-' 'B-' 'B-'],
2043,2F_13,"lavoro, mestiere, dovere",degli anziani,badante,mestiere,2043_2F_13,['lavoro' 'mestiere' 'dovere' 'badante' 'badante degli anziani'],['lavoro' 'dovere' 'badante' 'badante degli anziani'],['B-' 'O' 'B-' 'B-' 'B-'],degli anziani|||badante degli anziani___
469,5B_12,"mammifero, animale, essere vivente, entità",stallone,cavallo,,469_5B_12,['mammifero' 'animale' 'essere vivente' 'entità' 'cavallo' 'stallone'],['mammifero' 'animale' 'essere vivente' 'entità' 'cavallo' 'stallone'],['B-' 'B-' 'B-' 'B-' 'B-' 'B-'],
1349,1D_9,"mestiere, professionalità","di italiano, di scienze motorie, di storia",insegnante,"professionalità, di scienze motorie, di storia",1349_1D_9,"['mestiere' 'professionalità' 'insegnante' 'insegnante di italiano'
 'insegnante di scienze motorie' 'insegnante di storia']",['mestiere' 'insegnante' 'insegnante di italiano'],['B-' 'O' 'B-' 'B-' 'O' 'O'],di italiano|||insegnante di italiano___di scienze motorie|||insegnante di scienze motorie___di storia|||insegnante di storia___
745,5B_5,persona,persona che bada,badante,persona che bada,745_5B_5,['persona' 'badante' 'persona che bada'],['persona' 'badante'],['B-' 'B-' 'O'],
2748,1G_2,"unità di misura, geometria",,tempo,geometria,2748_1G_2,['unità di misura' 'geometria' 'tempo'],['unità di misura' 'tempo'],['B-' 'O' 'B-'],
2483,5B_17,"emozione, sentimento",,rabbia,sentimento,2483_5B_17,['emozione' 'sentimento' 'rabbia'],['emozione' 'rabbia'],['B-' 'O' 'B-'],
1690,5D_11,"lavoro, entità",pediatra,medico,,1690_5D_11,['lavoro' 'entità' 'medico' 'pediatra'],['lavoro' 'entità' 'medico' 'pediatra'],['B-' 'B-' 'B-' 'B-'],
2041,2F_13,"sentimento, emozione",del buio,paura,emozione,2041_2F_13,['sentimento' 'emozione' 'paura' 'paura del buio'],['sentimento' 'paura' 'paura del buio'],['B-' 'O' 'B-' 'B-'],del buio|||paura del buio___
1494,1D_18,tipo di dimostrazione d'amore,,affetto,tipo di dimostrazione d'amore,1494_1D_18,"[""tipo di dimostrazione d'amore"" 'affetto']",['affetto'],['O' 'B-'],
1586,1G_21,"momento, ricordo",felicità,libertà,"momento, ricordo, felicità",1586_1G_21,['momento' 'ricordo' 'libertà' 'felicità'],['libertà'],['O' 'O' 'B-' 'O'],
704,2E_7,"essere vivente, lavoro, mestiere","babysitter, di bambini, di una casa",badante,"lavoro, mestiere, babysitter, di bambini",704_2E_7,"['essere vivente' 'lavoro' 'mestiere' 'badante' 'babysitter'
 'babysitter di bambini' 'babysitter di una casa']",['essere vivente' 'badante' 'babysitter di una casa'],['B-' 'O' 'O' 'B-' 'O' 'O' 'B-'],di bambini|||babysitter di bambini___di una casa|||babysitter di una casa___
939,5B_5,"animale, mammifero, essere vivente",puledro,cavallo,mammifero,939_5B_5,['animale' 'mammifero' 'essere vivente' 'cavallo' 'puledro'],['animale' 'essere vivente' 'cavallo' 'puledro'],['B-' 'O' 'B-' 'B-' 'B-'],
1643,5D_6,entità,ferrari,automobile,,1643_5D_6,['entità' 'automobile' 'ferrari'],['entità' 'automobile' 'ferrari'],['B-' 'B-' 'B-'],
1795,2E_14,"lavoratore, cittadino, umano",ginecologo,medico,,1795_2E_14,['lavoratore' 'cittadino' 'umano' 'medico' 'ginecologo'],['lavoratore' 'cittadino' 'umano' 'medico' 'ginecologo'],['B-' 'B-' 'B-' 'B-' 'B-'],
1096,3C_6,"emozione, sentimento, sensazione, cosa percepibile","del buio, di ciò che si trova al buio",paura,sentimento,1096_3C_6,"['emozione' 'sentimento' 'sensazione' 'cosa percepibile' 'paura'
 'paura del buio' 'paura di ciò che si trova al buio']","['emozione' 'sensazione' 'cosa percepibile' 'paura' 'paura del buio'
 'paura di ciò che si trova al buio']",['B-' 'O' 'B-' 'B-' 'B-' 'B-' 'B-'],del buio|||paura del buio___di ciò che si trova al buio|||paura di ciò che si trova al buio___
2593,2F_10,"bello, incubo","lungo, spaventoso",sogno,"bello, incubo",2593_2F_10,['bello' 'incubo' 'sogno' 'lungo' 'spaventoso'],['sogno' 'lungo' 'spaventoso'],['O' 'O' 'B-' 'B-' 'B-'],
1379,1D_11,dimensione astratta ,minuti,tempo,,1379_1D_11,['dimensione astratta ' 'tempo' 'minuti'],['dimensione astratta ' 'tempo' 'minuti'],['B-' 'B-' 'B-'],
1614,5D_5,"mezzo di trasporto, movimento",ferrari,automobile,movimento,1614_5D_5,['mezzo di trasporto' 'movimento' 'automobile' 'ferrari'],['mezzo di trasporto' 'automobile' 'ferrari'],['B-' 'O' 'B-' 'B-'],
768,2E_11,"persona, trasportare, auto",patente,autista,"trasportare, auto, patente",768_2E_11,['persona' 'trasportare' 'auto' 'autista' 'patente'],['persona' 'autista'],['B-' 'O' 'O' 'B-' 'O'],
1240,2F_15,emozione,divertimento,gioia,divertimento,1240_2F_15,['emozione' 'gioia' 'divertimento'],['emozione' 'gioia'],['B-' 'B-' 'O'],
304,3B_21,lavoro,,autista, ,304_3B_21,['lavoro' 'autista'],['lavoro' 'autista'],['B-' 'B-'],
1893,5B_1,lavoro,,medico,,1893_5B_1,['lavoro' 'medico'],['lavoro' 'medico'],['B-' 'B-'],
198,1D_13,"lavoro, taxista, camionista",guida,autista,"taxista, camionista, guida",198_1D_13,['lavoro' 'taxista' 'camionista' 'autista' 'guida'],['lavoro' 'autista'],['B-' 'O' 'O' 'B-' 'O'],
1787,5D_17,"persona, animale, essere vivente",tassista,autista,,1787_5D_17,['persona' 'animale' 'essere vivente' 'autista' 'tassista'],['persona' 'animale' 'essere vivente' 'autista' 'tassista'],['B-' 'B-' 'B-' 'B-' 'B-'],
227,1G_20,"sentimento, emozione, cosa astratta, entità",paura del mostro sotto il letto,paura,emozione,227_1G_20,"['sentimento' 'emozione' 'cosa astratta' 'entità' 'paura'
 'paura del mostro sotto il letto']","['sentimento' 'cosa astratta' 'entità' 'paura'
 'paura del mostro sotto il letto']",['B-' 'O' 'B-' 'B-' 'B-' 'B-'],
561,5D_14,mezzo di trasporto,camion,automobile,camion,561_5D_14,['mezzo di trasporto' 'automobile' 'camion'],['mezzo di trasporto' 'automobile'],['B-' 'B-' 'O'],
2737,1G_1, ,,tempo,,2737_1G_1,[' tempo'],[' tempo'],['B-'],
1489,1D_18,"orologio, cosa astratta","ore, minuti, secondi",tempo,"orologio, minuti, secondi",1489_1D_18,['orologio' 'cosa astratta' 'tempo' 'ore' 'minuti' 'secondi'],['cosa astratta' 'tempo' 'ore'],['O' 'B-' 'B-' 'B-' 'O' 'O'],
2622,3B_13,"desiderio, speranza",notte,sogno,"desiderio, speranza, notte",2622_3B_13,['desiderio' 'speranza' 'sogno' 'notte'],['sogno'],['O' 'O' 'B-' 'O'],
1141,5D_12,"oggetto, accessorio","cicciobello, barbie, gravitrax",giocattolo,"accessorio, barbie, gravitrax",1141_5D_12,['oggetto' 'accessorio' 'giocattolo' 'cicciobello' 'barbie' 'gravitrax'],['oggetto' 'giocattolo' 'cicciobello'],['B-' 'O' 'B-' 'B-' 'O' 'O'],
2555,1G_20,pensiero notturno,,sogno,,2555_1G_20,['pensiero notturno' 'sogno'],['pensiero notturno' 'sogno'],['B-' 'B-'],
588,1D_17,lavoratrice,babysitter,badante,babysitter,588_1D_17,['lavoratrice' 'badante' 'babysitter'],['lavoratrice' 'badante'],['B-' 'B-' 'O'],
977,2E_24,diritto ,"di voto, per le donne",libertà,,977_2E_24,['diritto ' 'libertà' 'libertà di voto' 'libertà per le donne'],['diritto ' 'libertà' 'libertà di voto' 'libertà per le donne'],['B-' 'B-' 'B-' 'B-'],di voto|||libertà di voto___per le donne|||libertà per le donne___
54,2E_17,emozione,sentimento,affetto,sentimento,54_2E_17,['emozione' 'affetto' 'sentimento'],['emozione' 'affetto'],['B-' 'B-' 'O'],
1322,5B_2,,,gioia,,1322_5B_2,[' gioia'],[' gioia'],['B-'],
2333,1D_16,"sensazione, emozione","agitazione, irritazione",rabbia,"emozione, agitazione, irritazione",2333_1D_16,['sensazione' 'emozione' 'rabbia' 'agitazione' 'irritazione'],['sensazione' 'rabbia'],['B-' 'O' 'B-' 'O' 'O'],
3087,5D_19,ingredienti,tiramisù,torta,ingredienti,3087_5D_19,['ingredienti' 'torta' 'tiramisù'],['torta' 'tiramisù'],['O' 'B-' 'B-'],
1593,5D_2,"cibo, cosa, entità",tenerina,torta,,1593_5D_2,['cibo' 'cosa' 'entità' 'torta' 'tenerina'],['cibo' 'cosa' 'entità' 'torta' 'tenerina'],['B-' 'B-' 'B-' 'B-' 'B-'],
673,2E_5,"persona, mammifero, essere vivente, entità",di spagnolo,insegnante,,673_2E_5,"['persona' 'mammifero' 'essere vivente' 'entità' 'insegnante'
 'insegnante di spagnolo']","['persona' 'mammifero' 'essere vivente' 'entità' 'insegnante'
 'insegnante di spagnolo']",['B-' 'B-' 'B-' 'B-' 'B-' 'B-'],di spagnolo|||insegnante di spagnolo___
1334,1D_8,"oggetto, entità",macchinina,giocattolo,,1334_1D_8,['oggetto' 'entità' 'giocattolo' 'macchinina'],['oggetto' 'entità' 'giocattolo' 'macchinina'],['B-' 'B-' 'B-' 'B-'],
1709,5B_19,"sfogo, libero","hobby, divertimento",libertà,"sfogo, libero, hobby, divertimento",1709_5B_19,['sfogo' 'libero' 'libertà' 'hobby' 'divertimento'],['libertà'],['O' 'O' 'B-' 'O' 'O'],
1247,2F_21,"felicità, sentimento",,gioia,felicità,1247_2F_21,['felicità' 'sentimento' 'gioia'],['sentimento' 'gioia'],['O' 'B-' 'B-'],
133,1G_10,"felicità, sentimento",di culto,libertà,"felicità, sentimento",133_1G_10,['felicità' 'sentimento' 'libertà' 'libertà di culto'],['libertà' 'libertà di culto'],['O' 'O' 'B-' 'B-'],di culto|||libertà di culto___
1041,2F_10,"divertimento, oggetto","palla, corda",giocattolo,"divertimento, corda",1041_2F_10,['divertimento' 'oggetto' 'giocattolo' 'palla' 'corda'],['oggetto' 'giocattolo' 'palla'],['O' 'B-' 'B-' 'B-' 'O'],
1130,3C_8,"mestiere, azione, movimento","chirurgo, veterinario, di base",medico,"movimento, veterinario, di base",1130_3C_8,"['mestiere' 'azione' 'movimento' 'medico' 'chirurgo' 'veterinario'
 'veterinario di base']",['mestiere' 'azione' 'medico' 'chirurgo'],['B-' 'B-' 'O' 'B-' 'B-' 'O' 'O'],di base|||veterinario di base___
2780,2E_4,"unità di misura, strumento","ora, minuto, secondo",tempo,"strumento, minuto, secondo",2780_2E_4,['unità di misura' 'strumento' 'tempo' 'ora' 'minuto' 'secondo'],['unità di misura' 'tempo' 'ora'],['B-' 'O' 'B-' 'B-' 'O' 'O'],
252,2E_21,"lavoratore, uomo, persona, essere vivente","macchine, autobus",autista,autobus,252_2E_21,"['lavoratore' 'uomo' 'persona' 'essere vivente' 'autista' 'macchine'
 'autobus']",['lavoratore' 'uomo' 'persona' 'essere vivente' 'autista' 'macchine'],['B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'O'],
998,2E_25,"sensazione, cosa astratta, entità",nuotare,libertà,nuotare,998_2E_25,['sensazione' 'cosa astratta' 'entità' 'libertà' 'nuotare'],['sensazione' 'cosa astratta' 'entità' 'libertà'],['B-' 'B-' 'B-' 'B-' 'O'],
1173,1D_2,sentimento,il mio cane quando torno a casa,gioia,il mio cane quando torno a casa,1173_1D_2,['sentimento' 'gioia' 'il mio cane quando torno a casa'],['sentimento' 'gioia'],['B-' 'B-' 'O'],
2581,2E_23,"ricordo, testa, notte, dormire","da grandi, da bimbi",sogno,"ricordo, testa, notte, dormire, da grandi, da bimbi",2581_2E_23,"['ricordo' 'testa' 'notte' 'dormire' 'sogno' 'sogno da grandi'
 'sogno da bimbi']",['sogno'],['O' 'O' 'O' 'O' 'B-' 'O' 'O'],da grandi|||sogno da grandi___da bimbi|||sogno da bimbi___
2927,1D_7,,"torta alla banana, torta alla fragola, torta alla frutta",torta,"torta alla fragola, torta alla frutta",2927_1D_7,[' torta' 'torta alla banana' 'torta alla fragola' 'torta alla frutta'],[' torta' 'torta alla banana'],['B-' 'B-' 'O' 'O'],
2151,2F_21,"cibo, dolce","alla fragola, al cioccolato",torta,"dolce, al cioccolato",2151_2F_21,['cibo' 'dolce' 'torta' 'torta alla fragola' 'al cioccolato'],['cibo' 'torta' 'torta alla fragola'],['B-' 'O' 'B-' 'B-' 'O'],alla fragola|||torta alla fragola___
1545,1D_21,"persona, essere umano, onnivoro, entità","chirurgo, dentista ",medico,dentista,1545_1D_21,"['persona' 'essere umano' 'onnivoro' 'entità' 'medico' 'chirurgo'
 'dentista']",['persona' 'essere umano' 'onnivoro' 'entità' 'medico' 'chirurgo'],['B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'O'],
2088,5B_10,immaginazione,ispirazione,mente,"immaginazione, ispirazione",2088_5B_10,['immaginazione' 'mente' 'ispirazione'],['mente'],['O' 'B-' 'O'],
1215,1D_1,"lavoro, mestiere","autista di taxi, autista di autobus",autista,"mestiere, autista di autobus",1215_1D_1,['lavoro' 'mestiere' 'autista' 'autista di taxi' 'autista di autobus'],['lavoro' 'autista' 'autista di taxi'],['B-' 'O' 'B-' 'B-' 'O'],
1141,3C_9,sensazione,libertà di voto,libertà,,1141_3C_9,['sensazione' 'libertà' 'libertà di voto'],['sensazione' 'libertà' 'libertà di voto'],['B-' 'B-' 'B-'],
2348,1D_9,"agitazione, tristezza, cattiveria",urlare,rabbia,"agitazione, tristezza, cattiveria, urlare",2348_1D_9,['agitazione' 'tristezza' 'cattiveria' 'rabbia' 'urlare'],['rabbia'],['O' 'O' 'O' 'B-' 'O'],
2688,5B_8,"immaginazione, visione","ron, grifondoro, hogwarts",sogno,"visione, ron, grifondoro, hogwarts",2688_5B_8,['immaginazione' 'visione' 'sogno' 'ron' 'grifondoro' 'hogwarts'],['immaginazione' 'sogno'],['B-' 'O' 'B-' 'O' 'O' 'O'],
528,3C_25,"pilota, lavoro",mezzo di trasporto,automobile,"pilota, lavoro, mezzo di trasporto",528_3C_25,['pilota' 'lavoro' 'automobile' 'mezzo di trasporto'],['automobile'],['O' 'O' 'B-' 'O'],
2395,2E_7,emozione,tristezza,rabbia,tristezza,2395_2E_7,['emozione' 'rabbia' 'tristezza'],['emozione' 'rabbia'],['B-' 'B-' 'O'],
142,1G_10,"alimento dolce, cibo, nutrimento","di frutta, alle mele, alle mele golden",torta,,142_1G_10,"['alimento dolce' 'cibo' 'nutrimento' 'torta' 'torta di frutta'
 'torta alle mele' 'torta alle mele golden']","['alimento dolce' 'cibo' 'nutrimento' 'torta' 'torta di frutta'
 'torta alle mele' 'torta alle mele golden']",['B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'B-'],di frutta|||torta di frutta___alle mele|||torta alle mele___alle mele golden|||torta alle mele golden___
2082,3C_5,"pensiero, dubbio",matematica,mente,"pensiero, dubbio",2082_3C_5,['pensiero' 'dubbio' 'mente' 'matematica'],['mente' 'matematica'],['O' 'O' 'B-' 'B-'],
2428,3C_24,"desiderio, pensiero",andare a brodway (danza),sogno,"desiderio, andare a brodway (danza)",2428_3C_24,['desiderio' 'pensiero' 'sogno' 'andare a brodway (danza)'],['pensiero' 'sogno'],['O' 'B-' 'B-' 'O'],
2764,2E_13,,,tempo,,2764_2E_13,[' tempo'],[' tempo'],['B-'],
1469,3B_23,,,insegnante,,1469_3B_23,[' insegnante'],[' insegnante'],['B-'],
2632,3B_22,"desiderio, sentimento",felice,sogno,"desiderio, sentimento",2632_3B_22,['desiderio' 'sentimento' 'sogno' 'felice'],['sogno' 'felice'],['O' 'O' 'B-' 'B-'],
950,5D_15,"correre, zoccoli, zampe, animale, essere vivente",pony,cavallo,"correre, zoccoli, zampe",950_5D_15,['correre' 'zoccoli' 'zampe' 'animale' 'essere vivente' 'cavallo' 'pony'],['animale' 'essere vivente' 'cavallo' 'pony'],['O' 'O' 'O' 'B-' 'B-' 'B-' 'B-'],
2322,5D_6,fobia,del buio,paura,fobia,2322_5D_6,['fobia' 'paura' 'paura del buio'],['paura' 'paura del buio'],['O' 'B-' 'B-'],del buio|||paura del buio___
143,3C_4,"amore, sentimento, emozione",,affetto,"amore, emozione",143_3C_4,['amore' 'sentimento' 'emozione' 'affetto'],['sentimento' 'affetto'],['O' 'B-' 'O' 'B-'],
1706,5B_16,diritto,,libertà,,1706_5B_16,['diritto' 'libertà'],['diritto' 'libertà'],['B-' 'B-'],
2173,2F_22,"bipede, umano, essere vivente",prof bando,insegnante,umano,2173_2F_22,['bipede' 'umano' 'essere vivente' 'insegnante' 'prof bando'],['bipede' 'essere vivente' 'insegnante' 'prof bando'],['B-' 'O' 'B-' 'B-' 'B-'],
97,1G_8,"parte del corpo, entità",,mente,parte del corpo ,97_1G_8,['parte del corpo' 'entità' 'mente'],['parte del corpo' 'entità' 'mente'],['B-' 'B-' 'B-'],
2070,3C_17,"cervello, pensiero",artificiale,mente,"cervello, pensiero",2070_3C_17,['cervello' 'pensiero' 'mente' 'artificiale'],['mente' 'artificiale'],['O' 'O' 'B-' 'B-'],
60,2E_22,,,affetto,,60_2E_22,[' affetto'],[' affetto'],['B-'],
2231,3B_10,"emozione, sentimento",terrore,paura,sentimento,2231_3B_10,['emozione' 'sentimento' 'paura' 'terrore'],['emozione' 'paura' 'terrore'],['B-' 'O' 'B-' 'B-'],
840,2E_15,"cosa con motore, cosa, entità","tesla, cybertruck, cybertruck my designer edition",automobile,,840_2E_15,"['cosa con motore' 'cosa' 'entità' 'automobile' 'tesla' 'cybertruck'
 'cybertruck my designer edition']","['cosa con motore' 'cosa' 'entità' 'automobile' 'tesla' 'cybertruck'
 'cybertruck my designer edition']",['B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'B-'],
1205,3C_13,"sentimento, concetto astratto","verso qualcuno, reciproco",affetto,reciproco,1205_3C_13,['sentimento' 'concetto astratto' 'affetto' 'verso qualcuno' 'reciproco'],['sentimento' 'concetto astratto' 'affetto' 'verso qualcuno'],['B-' 'B-' 'B-' 'B-' 'O'],
640,2E_22,,,badante,,640_2E_22,[' badante'],[' badante'],['B-'],
1805,5D_18,"persone, mammifero, essere vivente, entità",della nonna,badante,,1805_5D_18,"['persone' 'mammifero' 'essere vivente' 'entità' 'badante'
 'badante della nonna']","['persone' 'mammifero' 'essere vivente' 'entità' 'badante'
 'badante della nonna']",['B-' 'B-' 'B-' 'B-' 'B-' 'B-'],della nonna|||badante della nonna___
2061,3B_9,,,mente,,2061_3B_9,[' mente'],[' mente'],['B-'],
3021,3B_24,"dolce, salato",,torta,salato,3021_3B_24,['dolce' 'salato' 'torta'],['dolce' 'torta'],['B-' 'O' 'B-'],
1178,1D_3,emozione,felicità,gioia,felicità,1178_1D_3,['emozione' 'gioia' 'felicità'],['emozione' 'gioia'],['B-' 'B-' 'O'],
2004,2F_11,"emozione, sentimento, cosa astratta",nervosismo,rabbia,"sentimento, nervosismo",2004_2F_11,['emozione' 'sentimento' 'cosa astratta' 'rabbia' 'nervosismo'],['emozione' 'cosa astratta' 'rabbia'],['B-' 'O' 'B-' 'B-' 'O'],
246,2E_16,"guidatore, persona, essere vivente",taxista,autista,,246_2E_16,['guidatore' 'persona' 'essere vivente' 'autista' 'taxista'],['guidatore' 'persona' 'essere vivente' 'autista' 'taxista'],['B-' 'B-' 'B-' 'B-' 'B-'],
1442,1D_15,emozione,aggressiva,rabbia,,1442_1D_15,['emozione' 'rabbia' 'aggressiva'],['emozione' 'rabbia' 'aggressiva'],['B-' 'B-' 'B-'],
1030,2E_24,barbie,,giocattolo,barbie,1030_2E_24,['barbie' 'giocattolo'],['giocattolo'],['O' 'B-'],
693,2E_6,"oggetto, cosa, entità","plastica, verde, peluche ",giocattolo,,693_2E_6,['oggetto' 'cosa' 'entità' 'giocattolo' 'plastica' 'verde' 'peluche'],['oggetto' 'cosa' 'entità' 'giocattolo' 'plastica' 'verde' 'peluche'],['B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'B-'],
1999,2F_11,"mammifero, animale, entità",pony,cavallo,,1999_2F_11,['mammifero' 'animale' 'entità' 'cavallo' 'pony'],['mammifero' 'animale' 'entità' 'cavallo' 'pony'],['B-' 'B-' 'B-' 'B-' 'B-'],
2644,3C_1,pensiero notturno,desiderio,sogno,desiderio,2644_3C_1,['pensiero notturno' 'sogno' 'desiderio'],['pensiero notturno' 'sogno'],['B-' 'B-' 'O'],
2124,2F_19,"mestiere, persona, mammifero, essere vivente, entità",infermiere,medico,"persona, mammifero, essere vivente, infermiere",2124_2F_19,"['mestiere' 'persona' 'mammifero' 'essere vivente' 'entità' 'medico'
 'infermiere']",['mestiere' 'entità' 'medico'],['B-' 'O' 'O' 'O' 'B-' 'B-' 'O'],
2197,2E_3,,,paura,,2197_2E_3,[' paura'],[' paura'],['B-'],
2010,2F_1,,testa,mente,testa,2010_2F_1,[' mente' 'testa'],[' mente'],['B-' 'O'],
987,2E_24,ragionamento ,"cellule, tessuti, organo",mente,"ragionamento, cellule, tessuti, organo",987_2E_24,['ragionamento ' 'mente' 'cellule' 'tessuti' 'organo'],['ragionamento ' 'mente'],['B-' 'B-' 'O' 'O' 'O'],
1605,5D_3,"cosa, oggetto","focus, meclaren, ferrari",automobile,"oggetto, meclaren, ferrari",1605_5D_3,['cosa' 'oggetto' 'automobile' 'focus' 'meclaren' 'ferrari'],['cosa' 'automobile' 'focus'],['B-' 'O' 'B-' 'B-' 'O' 'O'],
228,1G_20,"persona, essere vivente, pianta, fiore, viola, colore, rosso",taxista,autista,"pianta, fiore, viola, colore, rosso",228_1G_20,"['persona' 'essere vivente' 'pianta' 'fiore' 'viola' 'colore' 'rosso'
 'autista' 'taxista']",['persona' 'essere vivente' 'autista' 'taxista'],['B-' 'B-' 'O' 'O' 'O' 'O' 'O' 'B-' 'B-'],
1032,3C_2,insieme di avvenimenti atmosferici,"precipitazioni, pioggia, pioggia monsonica",tempo,,1032_3C_2,"['insieme di avvenimenti atmosferici' 'tempo' 'precipitazioni' 'pioggia'
 'pioggia monsonica']","['insieme di avvenimenti atmosferici' 'tempo' 'precipitazioni' 'pioggia'
 'pioggia monsonica']",['B-' 'B-' 'B-' 'B-' 'B-'],
852,2F_15,"animale, veloce",,cavallo,veloce,852_2F_15,['animale' 'veloce' 'cavallo'],['animale' 'cavallo'],['B-' 'O' 'B-'],
2253,2F_27,"mezzo di trasporto, oggetto",mercedes,automobile,,2253_2F_27,['mezzo di trasporto' 'oggetto' 'automobile' 'mercedes'],['mezzo di trasporto' 'oggetto' 'automobile' 'mercedes'],['B-' 'B-' 'B-' 'B-'],
2381,3C_21,"diritto, cosa",libertà di parola,libertà,cosa,2381_3C_21,['diritto' 'cosa' 'libertà' 'libertà di parola'],['diritto' 'libertà' 'libertà di parola'],['B-' 'O' 'B-' 'B-'],
141,3C_25,emozione,,affetto,,141_3C_25,['emozione' 'affetto'],['emozione' 'affetto'],['B-' 'B-'],
2885,5D_11,,"misura, settimana",tempo,misura,2885_5D_11,[' tempo' 'misura' 'settimana'],[' tempo' 'settimana'],['B-' 'O' 'B-'],
3056,5B_1,"cibo, alimento, energia fisica, aiuto","torta della nonna, torta al cioccolato, cioccolato",torta,"aiuto, torta al cioccolato, cioccolato",3056_5B_1,"['cibo' 'alimento' 'energia fisica' 'aiuto' 'torta' 'torta della nonna'
 'torta al cioccolato' 'cioccolato']",['cibo' 'alimento' 'energia fisica' 'torta' 'torta della nonna'],['B-' 'B-' 'B-' 'O' 'B-' 'B-' 'O' 'O'],
2410,2F_20,emozione,arrabbiato,rabbia,arrabbiato,2410_2F_20,['emozione' 'rabbia' 'arrabbiato'],['emozione' 'rabbia'],['B-' 'B-' 'O'],
2269,3C_14,"mestiere, professione, lavoro","prof, prof di scienze, prof di chimica",insegnante,professione,2269_3C_14,"['mestiere' 'professione' 'lavoro' 'insegnante' 'prof' 'prof di scienze'
 'prof di chimica']","['mestiere' 'lavoro' 'insegnante' 'prof' 'prof di scienze'
 'prof di chimica']",['B-' 'O' 'B-' 'B-' 'B-' 'B-' 'B-'],
